Zooniverse ID,Classification count,Page ID,Volume,Page,Year,Image scale,Type,Coords,Value
ASC000096s,239,14075289,v.5 1882,Page 13,1882,0.45706823375775385,Page keywords,[],"[""minerals of the minerals"", ""Shelve"", ""minerals of the Midlands"", ""Minerals of the Midlands"", ""Minerals"", ""Midlands"", ""locations"", ""minerals"", ""midlands"", ""Minerals of the Midlands:"", ""Geology"", ""rocks"", ""Archaean"", ""Ordovician"", ""grit"", ""mine"", ""Dr. Callaway"", ""Mr. G. H. Morton"", ""geology"", ""Dolomite"", ""Lower Silurian"", ""epidote"", ""agate"", ""quartz"", ""mines"", ""occurance of minerals in different rock formations"", ""occurance of minerals in various veins"", ""Minerals Midlands""]"
ASC000096s,239,14075289,v.5 1882,Page 13,1882,0.45706823375775385,chart,"[0, 0, 41, 425, 697, 395]","{""keywords""=>[""minerals of the minerals"", ""Shelve"", ""minerals"", ""midlands"", ""locations"", ""Geology"", ""rocks"", ""grit"", ""mine"", ""occurance of minerals in various veins"", ""Minerals""]}"
ASC000096s,239,14075289,v.5 1882,Page 13,1882,0.45706823375775385,chart,"[0, 0, 43, 127, 707, 248]","{""keywords""=>[""minerals of the Midlands"", ""Minerals"", ""Midlands"", ""locations"", ""minerals"", ""Geology"", ""rocks"", ""Archaean"", ""Ordovician"", ""geology"", ""Dolomite"", ""Lower Silurian"", ""epidote"", ""agate"", ""quartz"", ""mines"", ""Shelve"", ""occurance of minerals in different rock formations""]}"
ASC000096s,239,14075289,v.5 1882,Page 13,1882,0.45706823375775385,contributor,"[735, 215, 0, 0, 0, 0]","{""name""=>[""blank"", ""Dr. Callaway"", ""Dr Gallaway MA FGS""], ""role""=>[""blank"", ""other""]}"
ASC000096s,239,14075289,v.5 1882,Page 13,1882,0.45706823375775385,contributor,"[385, 268, 0, 0, 0, 0]","{""name""=>[""Dr Callaway"", ""Mr. G.H. Morton, F.G.S."", ""Dr.Callaway, M.A., F.G.S.,""], ""role""=>[""other""]}"
ASC00009dq,72,14075293,v.5 1882,Page 17,1882,0.45706823375775385,Page keywords,[],"[""Weather"", ""meteorology"", ""November"", ""climate"", ""outpost stations"", ""rainfall"", ""temperatures"", ""Climate"", ""weather"", ""temperature"", ""Great Britain"", ""november"", ""weather of November"", ""table of rainfall and temperature"", ""Meteorology"", ""Rainfall"", ""Temperature"", ""weather stations"", ""outpost weather stations"", ""midland weather stations"", ""observer"", ""stevenson's thermometer screen"", ""the weather of november"", ""meteorological observations"", ""Novemeber"", ""UK"", ""Weather of November\r\n"", ""zither weather of November in Gloucestershire"", ""England""]"
ASC00009dq,72,14075293,v.5 1882,Page 17,1882,0.45706823375775385,chart,"[0, 0, 44, 78, 707, 1181]","{""keywords""=>[""Climate"", ""weather"", ""rainfall"", ""temperature"", ""Great Britain"", ""November"", ""weather of November"", ""table of rainfall and temperature"", ""Meteorology"", ""Rainfall"", ""Temperature"", ""the weather of november""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,Page keywords,[],"[""Funiculina Quadrangularis"", ""vertical cross-section"", ""horizontal cross section"", ""sea pen"", ""Plate II"", ""Section of Tentacle"", ""Transverse Section at BB"", ""Transverse Section at CC"", ""Transverse Section at DD"", ""Transverse Section at EE"", ""marine life"", ""section"", ""coral"", ""polype"", ""animal"", ""transverse section"", ""microscopic view"", ""Fig 11 x 70\r\nSection of Tentacle\r\nTransverse Section B.B."", ""Finicula Quadrangularis\r\nsection\r\ntentacle\r\ntransverse\r\n"", ""tentacle"", ""anatomy"", ""funiculina"", ""quadrangularis"", ""transverse"", ""Tentacle"", ""fungus"", ""section of tentacle"", ""transverse section base"", ""cross section"", ""plate"", ""transverse sections""]"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,drawing,"[0, 0, 15, 78, 428, 1185]","{""keywords""=>[""Funiculina Quadrangularis"", ""vertical cross-section"", ""marine life"", ""section"", ""coral"", ""sea pen"", ""tentacle"", ""anatomy"", ""Tentacle"", ""fungus"", ""cross section""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,drawing,"[0, 0, 465, 999, 323, 291]","{""keywords""=>[""horizontal cross section"", ""marine life"", ""section"", ""coral"", ""sea pen"", ""tentacle"", ""anatomy"", ""transverse section base""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,drawing,"[0, 0, 466, 707, 320, 280]","{""keywords""=>[""horizontal cross section"", ""marine life"", ""section"", ""coral"", ""sea pen"", ""tentacle"", ""anatomy"", ""transverse section base""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,drawing,"[0, 0, 463, 462, 312, 239]","{""keywords""=>[""horizontal cross section"", ""marine life"", ""section"", ""coral"", ""sea pen"", ""tentacle"", ""anatomy"", ""transverse section""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,drawing,"[0, 0, 473, 239, 306, 220]","{""keywords""=>[""horizontal cross section"", ""marine life"", ""section"", ""coral"", ""sea pen"", ""tentacle"", ""anatomy"", ""transverse section""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,drawing,"[0, 0, 469, 60, 304, 177]","{""keywords""=>[""horizontal cross section"", ""marine life"", ""section"", ""coral"", ""sea pen"", ""Fig 11 x 70\r\nSection of Tentacle\r\nTransverse Section B.B."", ""tentacle"", ""anatomy"", ""section of tentacle""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,species,"[221, 702, 0, 0, 0, 0]","{""common""=>[""Sea pen"", """"], ""scientific""=>[""Funiculina Quadrangularis"", ""Funiculina quadrangularis"", ""Funiculina quandrangularis""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,species,"[365, 1371, 0, 0, 0, 0]","{""common""=>["""", ""The tall sea pen""], ""scientific""=>[""Funiculina Quadrangularis"", ""Funuculina Quadrangularis""]}"
ASC00009eg,19,14075302,v.5 1882,,1882,0.45706823375775385,inscription,"[573, 258, 0, 0, 0, 0]","{""text""=>[""Section of tentacle"", ""Section of Tentacle\nFig.11.\nx 70\nz\ny\nx\nw"", ""blank"", ""Section of Tentacle"", ""Transverse Section at B.B."", ""Plate II."", ""Finicula Quadrangularis\nSection of Tentacle\nFig 1 \nx 70"", ""Plate II"", ""Transverse Section at B B.\nFig.12.\nx 22\ni\nh\ng"", ""Transverse Section at B.B"", ""Finicula Quadrangularis\nTransverse section at BB\nFig 12 \nx 22"", ""Transverse Section at CC."", ""Transverse Section at CC.\nFig.13.\nx 22\nk\no\np\nx\ny\nn\nw\n"", ""Finicula Quadrangularis\nTransverse section at CC\nFig 13\nx22"", ""Transvers section at C.C."", ""Transverse Section at C.C""]}"
