Zooniverse ID,Classification count,Page ID,Volume,Page,Year,Image scale,Type,Coords,Value
ASC0002lsu,6,2492410,1 - 2,Page 108,1835,0.45248868778280543,Page keywords,[],"[""plant"", ""spiral vessels"", ""basalm plant"", ""doubling"", ""spiral vessel"", ""vessel"", ""basalm"", ""pore"", ""tube"", ""Vessel"", ""worm""]"
ASC0002lsu,6,2492410,1 - 2,Page 108,1835,0.45248868778280543,drawing,"[0, 0, 85, 258, 710, 289]","{""keywords""=>[""plant"", ""spiral vessels"", ""basalm plant"", ""doubling"", ""spiral vessel"", ""vessel"", ""basalm"", ""pore"", ""tube"", ""worm""]}"
ASC0002lwp,5,2492416,1 - 2,Page 114,1835,0.45248868778280543,Page keywords,[],"[""fish"", ""nile"", ""Tetrodon Physa"", ""fahaka"", ""stripe"", ""fin"", ""physa"", ""anatomy"", ""bladder"", ""Tetradon physa "", ""Tetraodon lineatus"", ""Fahaka"", ""Nile pufferfish""]"
ASC0002lwp,5,2492416,1 - 2,Page 114,1835,0.45248868778280543,drawing,"[0, 0, 90, 301, 711, 345]","{""keywords""=>[""fish"", ""Tetrodon Physa"", ""fahaka"", ""nile"", ""stripe"", ""fin"", ""physa"", ""anatomy"", ""bladder"", ""Tetradon physa "", ""Tetraodon lineatus"", ""Fahaka"", ""Nile pufferfish""]}"
ASC0002lwp,5,2492416,1 - 2,Page 114,1835,0.45248868778280543,species,"[517, 439, 0, 0, 0, 0]","{""common""=>[""Fahaka"", ""fahaka""], ""scientific""=>[""Tetrodon Physa"", ""tetrodon physa""]}"
ASC0002lx8,6,2492418,1 - 2,Page 116,1835,0.45248868778280543,Page keywords,[],"[""fish"", ""fahaka"", ""anatomy"", ""fishes"", ""swim baldder"", ""nile puffer"", ""Tetrodon Physa"", ""Tetraodon lineatus"", ""abdomen"", ""internal organs""]"
ASC0002lx8,6,2492418,1 - 2,Page 116,1835,0.45248868778280543,drawing,"[0, 0, 73, 201, 720, 545]","{""keywords""=>[""fish"", ""anatomy"", ""internal organs"", ""fahaka"", ""abdomen""]}"
ASC0002lv6,5,2492420,1 - 2,Page 118,1835,0.45248868778280543,Page keywords,[],"[""bird"", ""eagle"", ""Morphnus albescens"", ""cuvier"", ""africa"", ""white"", ""gos eagle"", ""gos"", ""Africa"", ""Le Vaillant"", ""Gos""]"
ASC0002lv6,5,2492420,1 - 2,Page 118,1835,0.45248868778280543,drawing,"[0, 0, 83, 237, 728, 548]","{""keywords""=>[""bird"", ""eagle"", ""Morphnus albescens"", ""cuvier"", ""africa"", ""white"", ""gos eagle"", ""gos"", ""Africa"", ""Le Vaillant"", ""Gos""]}"
ASC0002lw5,6,2492427,1 - 2,Page 107,1835,0.45248868778280543,Page keywords,[],"[""plant"", ""botany"", ""structure"", ""plant cells"", ""date"", ""root"", ""tube"", ""vessels"", ""experiment"", ""trachees"", ""spiral"", ""coloured"", ""slice"", ""lengthwise"", ""magnified"", ""microscope"", ""Frauenhofer"", ""Munich""]"
