Zooniverse ID,Classification count,Page ID,Volume,Page,Year,Image scale,Type,Coords,Value
ASC0002m72,6,20550115,v.14 1838,Page 4,1838,0.45175863181671505,Page keywords,[],"[""insects"", ""gardening"", ""moths"", ""larva"", ""narrow winged red bar"", ""ditula"", ""caterpillar"", ""insect"", ""moth"", ""Ditula"", ""angustiorana"", ""chrysalis"", ""leaf"", ""thread"", ""Ditula angustiorana"", ""Narrow-winged Red-bar"", ""Stephens"", ""Illustrations Brit. Ent."", ""vol. iv. p. 83"", ""Tortrix angustiorana Haworth"", ""Lep. Brit. p. 429. life cycle stages."", ""drawing""]"
ASC0002m72,6,20550115,v.14 1838,Page 4,1838,0.45175863181671505,drawing,"[0, 0, 68, 79, 692, 375]","{""keywords""=>[""insects"", ""Ditula angustiorana"", ""Narrow-winged Red-bar"", ""Stephens"", ""Illustrations Brit. Ent."", ""vol. iv. p. 83"", ""Tortrix angustiorana Haworth"", ""Lep. Brit. p. 429. life cycle stages."", ""moth"", ""drawing"", ""gardening"", ""moths"", ""larva""]}"
ASC0002m72,6,20550115,v.14 1838,Page 4,1838,0.45175863181671505,species,"[355, 318, 0, 0, 0, 0]","{""common""=>[""The narrow winged red bar"", ""Narrow winged Red Bar"", ""Narrow winged Red bar"", ""Narrow winged red bar"", ""Caterpillars""], ""scientific""=>[""Ditula stephens"", ""Ditula angustiorana"", """"]}"
ASC0002m72,6,20550115,v.14 1838,Page 4,1838,0.45175863181671505,inscription,"[515, 153, 0, 0, 0, 0]","{""text""=>[""1"", ""a"", ""b"", ""e"", ""f""]}"
ASC0002m8e,6,20550131,v.14 1838,Page 20,1838,0.45175863181671505,Page keywords,[],"[""landscape"", ""gardening"", ""Park"", ""design"", ""map"", ""garden"", ""lay-out"", ""plan"", ""view"", ""aerial"", ""German""]"
ASC0002m8f,5,20550132,v.14 1838,Page 21,1838,0.45175863181671505,Page keywords,[],"[""\""and planting a flower garden\"" atop of diagram"", ""c 3 at\r\nbottom of diagram"", ""flower garden"", ""landscaping"", ""garden"", ""Landscaping"", ""Garden"", ""Garden Design"", ""Flower-Garden""]"
ASC0002m8p,5,20550133,v.14 1838,Page 22,1838,0.45175863181671505,Page keywords,[],"[""horticulture"", ""layout"", ""flower garden"", ""design"", ""paths"", ""two-page"", ""landscape"", ""gardening"", ""garden"", ""garden design""]"
ASC0002m7i,6,20550134,v.14 1838,Page 23,1838,0.45175863181671505,Page keywords,[],"[""map"", ""flower garden"", ""drawing"", ""garden diagram"", ""Flower Garden"", ""gardening"", ""Landscape Design"", ""garden""]"
ASC0002m87,5,20550137,v.14 1838,Page 26,1838,0.45175863181671505,Page keywords,[],"[""landscaping"", ""design"", ""rose garden"", ""garden lay out"", ""diagram\r\n"", ""landscape"", ""garden""]"
ASC0002m87,5,20550137,v.14 1838,Page 26,1838,0.45175863181671505,drawing,"[0, 0, 70, 94, 733, 1258]","{""keywords""=>[""landscaping"", ""design"", ""rose garden"", ""garden lay out"", ""diagram\r\n""]}"
ASC0002m87,5,20550137,v.14 1838,Page 26,1838,0.45175863181671505,inscription,"[395, 82, 0, 0, 0, 0]","{""text""=>[""Design for laying out"", ""4"", ""design for laying out""]}"
ASC0002m9f,6,20550138,v.14 1838,Page 27,1838,0.45175863181671505,Page keywords,[],"[""Planting: Flower Garden"", ""gardening "", ""landscape"", ""path"", ""wall"", ""garden design"", ""flower garden"", ""planting a flower garden""]"
ASC0002m8b,5,20550160,v.14 1838,Page 30,1838,0.45175863181671505,Page keywords,[],"[""pinetums"", ""Europe"", ""species"", ""ARBORICULTURE"", ""CONIFERS""]"
ASC0002m8b,5,20550160,v.14 1838,Page 30,1838,0.45175863181671505,chart,"[0, 0, 17, 42, 768, 1299]","{""keywords""=>[""pinetums"", ""Europe"", ""species""]}"
ASC0002m6d,8,20550161,v.14 1838,Page 31,1838,0.45175863181671505,Page keywords,[],"[""pinetums"", ""europe"", ""pine"", ""ceder"", ""zoology"", ""1760-1816"", ""Europe"", ""?"", ""conifers"", ""table""]"
ASC0002mdc,5,20550210,v.14 1838,Page 80,1838,0.45175863181671505,Page keywords,[],"[""wedge-grafting"", ""Cedrus Deodara"", ""grafting"", ""cedar"", ""stems"", ""cedrus deodara"", ""elvaston castle"", ""derbyshire"", ""Cedar"", ""incision"", ""scoin"", ""wedge"", ""stem""]"
ASC0002mdc,5,20550210,v.14 1838,Page 80,1838,0.45175863181671505,drawing,"[0, 0, 571, 222, 197, 361]","{""keywords""=>[""wedge-grafting"", ""Cedrus Deodara"", ""grafting"", ""cedar"", ""stems"", ""cedrus deodara"", ""elvaston castle"", ""derbyshire"", ""Cedar"", ""incision"", ""scoin"", ""wedge"", ""stem""]}"
ASC0002mdc,5,20550210,v.14 1838,Page 80,1838,0.45175863181671505,species,"[654, 329, 0, 0, 0, 0]","{""common""=>[""""], ""scientific""=>[""Cedrus deodara"", ""Cedrus Deodara""]}"
ASC0002mb7,6,20550212,v.14 1838,Page 82,1838,0.45175863181671505,Page keywords,[],"[""A'bies Chephalonica"", ""tree"", ""botanic"", ""botanic\r\n"", ""botany"", ""needles"", ""pines"", ""A'bies"", ""Picea"", ""pinetum"", ""Dropmore"", ""D'abies""]"
ASC0002mb7,6,20550212,v.14 1838,Page 82,1838,0.45175863181671505,drawing,"[0, 0, 419, 250, 340, 489]","{""keywords""=>[""A'bies Chephalonica"", ""tree"", ""botanic"", ""botany"", ""needles"", ""pines"", ""A'bies"", ""Picea"", ""pinetum"", ""Dropmore""]}"
ASC0002mb7,6,20550212,v.14 1838,Page 82,1838,0.45175863181671505,drawing,"[0, 0, 468, 836, 285, 291]","{""keywords""=>[""tree"", ""botanic\r\n"", ""botany"", ""needles"", ""pinetum"", ""Dropmore"", ""D'abies"", ""Picea""]}"
ASC0002m77,8,20550216,v.14 1838,Page 86,1838,0.45175863181671505,Page keywords,[],"[""sketch of mode for propagating different greenhouse plant species"", ""greenhouse\r\ngreen\r\nhouse\r\npebble\r\nmoss\r\npeat\r\n"", ""plants"", ""greenhouse"", ""pot"", ""propagation""]"
ASC0002m77,8,20550216,v.14 1838,Page 86,1838,0.45175863181671505,drawing,"[0, 0, 457, 126, 308, 312]","{""keywords""=>[""sketch of mode for propagating different greenhouse plant species"", ""greenhouse\r\ngreen\r\nhouse\r\npebble\r\nmoss\r\npeat\r\n"", ""plants"", ""greenhouse"", ""pot"", ""propagation""]}"
ASC0002mbf,7,20550242,v.14 1838,Page 112,1838,0.45175863181671505,Page keywords,[],"[""Chart"", ""Market"", ""Produce"", ""Covent"", ""Garden"", ""economics"", ""covent"", ""garden market"", ""prices"", ""vegetables"", ""herbs"", ""market"", ""fruit""]"
ASC0002mbf,7,20550242,v.14 1838,Page 112,1838,0.45175863181671505,inscription,"[491, 405, 0, 0, 0, 0]","{""text""=>[""ART. IX. Covent Garden Market"", ""blank"", ""Covent Garden Vegetable market pricesMarket Prices"", ""Covent Garden Market""]}"
ASC0002mbh,5,20550246,v.14 1838,Page 116,1838,0.45175863181671505,Page keywords,[],"[""beetle"", ""linear"", ""elytra"", ""Fig. 9...9"", ""insect"", ""drawing"", ""coleoptera"", ""beetles"", ""cataphagus""]"
ASC0002mbh,5,20550246,v.14 1838,Page 116,1838,0.45175863181671505,drawing,"[0, 0, 82, 586, 664, 341]","{""keywords""=>[""beetle"", ""linear"", ""elytra"", ""insect"", ""drawing"", ""coleoptera"", ""beetles"", ""cataphagus""]}"
ASC0002md2,6,20550253,v.14 1838,Page 123,1838,0.45175863181671505,Page keywords,[],"[""portable glazed structures"", ""forced"", ""vines"", ""gardening"", ""houses"", ""windows"", ""diagram"", ""pipes"", ""planting"", ""spacing"", ""portable glaced structures""]"
ASC0002md2,6,20550253,v.14 1838,Page 123,1838,0.45175863181671505,drawing,"[0, 0, 414, 88, 358, 1106]","{""keywords""=>[""portable glazed structures"", ""forced"", ""vines"", ""gardening"", ""houses"", ""windows"", ""diagram"", ""pipes"", ""planting"", ""spacing"", ""portable glaced structures""]}"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,Page keywords,[],"[""greenhouse"", ""plants"", ""kitchen garden"", ""plan"", ""plant"", ""garden"", ""compartments"", ""portable glazed structures"", ""plant compartments"", ""structure"", ""design""]"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,drawing,"[0, 0, 394, 78, 170, 195]","{""keywords""=>[""greenhouse"", ""plants"", ""plant"", ""structure"", ""design"", ""garden""]}"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,drawing,"[0, 0, 600, 72, 153, 206]","{""keywords""=>[""greenhouse"", ""plants"", ""plant""]}"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,drawing,"[0, 0, 435, 349, 324, 182]","{""keywords""=>[""greenhouse"", ""kitchen garden"", ""plan"", ""garden"", ""compartments""]}"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,inscription,"[464, 110, 0, 0, 0, 0]","{""text""=>[""13""]}"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,inscription,"[648, 106, 0, 0, 0, 0]","{""text""=>[""14""]}"
ASC0002mar,5,20550254,v.14 1838,Page 124,1838,0.45175863181671505,inscription,"[604, 424, 0, 0, 0, 0]","{""text""=>[""15"", ""a"", ""b"", ""c"", ""d"", ""15, a, b, c""]}"
ASC0002mba,6,20550255,v.14 1838,Page 125,1838,0.45175863181671505,Page keywords,[],"[""garden"", ""greenhouse"", ""portable"", ""strawberry plants"", ""inverted roof"", ""span roofed house"", ""garden structures"", ""structures"", ""Diagram of portable glazed structures"", ""structure"", ""design""]"
ASC0002mba,6,20550255,v.14 1838,Page 125,1838,0.45175863181671505,drawing,"[0, 0, 66, 70, 178, 139]","{""keywords""=>[""garden"", ""greenhouse"", ""portable"", ""strawberry plants"", ""garden structures"", ""structure"", ""design""]}"
ASC0002mba,6,20550255,v.14 1838,Page 125,1838,0.45175863181671505,drawing,"[0, 0, 245, 67, 258, 148]","{""keywords""=>[""garden"", ""greenhouse"", ""portable"", ""inverted roof"", ""garden structures""]}"
ASC0002mba,6,20550255,v.14 1838,Page 125,1838,0.45175863181671505,drawing,"[0, 0, 506, 61, 256, 154]","{""keywords""=>[""garden"", ""greenhouse"", ""portable"", ""span roofed house"", ""garden structures""]}"
ASC0002maw,6,20550257,v.14 1838,Page 127,1838,0.45175863181671505,Page keywords,[],"[""geology"", ""greenhouse"", ""glass panes"", ""overlap"", ""glass"", ""design""]"
ASC0002maw,6,20550257,v.14 1838,Page 127,1838,0.45175863181671505,drawing,"[0, 0, 71, 928, 696, 220]","{""keywords""=>[""geology"", ""greenhouse"", ""glass panes"", ""overlap"", ""glass"", ""design""]}"
ASC0002maw,6,20550257,v.14 1838,Page 127,1838,0.45175863181671505,inscription,"[111, 985, 0, 0, 0, 0]","{""text""=>[""19"", ""d"", ""Breath of lap three eighths of an inch. a, Upper edge of lower square. b, Lower edge of upper square. c, Lower edge of paint. d, Upper edge of paint. ""]}"
ASC0002maw,6,20550257,v.14 1838,Page 127,1838,0.45175863181671505,inscription,"[403, 1037, 0, 0, 0, 0]","{""text""=>[""c"", ""a"", ""Breadth of lap three eighths of an inch.\na, Upper edge of lower square.\nb, Lower edge of upper square.\nc, Lower edge of paint.\nd, Upper edge of paint.\n""]}"
ASC0002maw,6,20550257,v.14 1838,Page 127,1838,0.45175863181671505,inscription,"[661, 1073, 0, 0, 0, 0]","{""text""=>[""Breadth of lap three eights of an inch.\na, Upper edge of lower square.\nb, Lower edge of upper square.\nc, Lower edge of paint.\nd, Upper edge of paint."", ""Breadth of lap three eighths of an inch"", ""b""]}"
ASC0002maj,5,20550293,v.14 1838,Page 163,1838,0.45175863181671505,Page keywords,[],"[""fysiology"", ""vegetable"", ""experiment"", ""bark"", ""regrowth"", ""cortical layer"", ""tree"", ""#arbor"", ""ascending"", ""descending"", ""principles""]"
ASC0002maj,5,20550293,v.14 1838,Page 163,1838,0.45175863181671505,drawing,"[0, 0, 375, 108, 386, 596]","{""keywords""=>[""fysiology"", ""vegetable"", ""experiment"", ""bark"", ""regrowth"", ""cortical layer"", ""tree"", ""#arbor"", ""ascending"", ""descending"", ""principles""]}"
ASC0002mby,6,20550294,v.14 1838,Page 164,1838,0.45175863181671505,Page keywords,[],"[""horticulture "", ""gardening experiments"", ""growth of trees"", ""tree"", ""experiment"", ""alburnous"", ""pulp"", ""liber"", ""leaves"", ""bark"", ""stripped"", ""alburnous_wood"", ""stem"", ""sap"", ""wood""]"
ASC0002mby,6,20550294,v.14 1838,Page 164,1838,0.45175863181671505,drawing,"[0, 0, 144, 96, 561, 581]","{""keywords""=>[""horticulture "", ""gardening experiments"", ""growth of trees"", ""tree"", ""experiment"", ""alburnous"", ""pulp"", ""liber"", ""leaves"", ""bark"", ""stripped"", ""alburnous_wood"", ""stem"", ""wood""]}"
ASC0002mby,6,20550294,v.14 1838,Page 164,1838,0.45175863181671505,drawing,"[0, 0, 140, 739, 589, 571]","{""keywords""=>[""horticulture "", ""gardening experiments"", ""growth of trees"", ""wood"", ""tree"", ""leaves"", ""stem"", ""sap"", ""alburnous_wood""]}"
ASC0002m9o,6,20550295,v.14 1838,Page 165,1838,0.45175863181671505,Page keywords,[],"[""Tree"", ""trunk"", ""tree"", ""experiment"", ""ringing"", ""regeneration"", ""Ulmus campestris"", ""Ulmus minor"", ""English elm"", ""vegetable physiology"", ""tree stem"", ""layers"", ""albournous wood"", ""wood""]"
ASC0002m9o,6,20550295,v.14 1838,Page 165,1838,0.45175863181671505,drawing,"[0, 0, 407, 771, 361, 591]","{""keywords""=>[""tree"", ""trunk"", ""experiment"", ""ringing"", ""regeneration"", ""Ulmus campestris"", ""Ulmus minor"", ""English elm"", ""tree stem"", ""layers"", ""albournous wood"", ""wood""]}"
ASC0002m9o,6,20550295,v.14 1838,Page 165,1838,0.45175863181671505,drawing,"[0, 0, 115, 102, 561, 611]","{""keywords""=>[""tree"", ""experiment"", ""ringing"", ""regeneration"", ""Ulmus campestris"", ""Ulmus minor"", ""English elm"", ""layers"", ""wood"", ""Tree"", ""trunk""]}"
ASC0002mdz,5,20550296,v.14 1838,Page 166,1838,0.45175863181671505,Page keywords,[],"[""#arbor  #horticulture"", ""experiment"", ""branch"", ""Sir Humphry Davy"", ""descending principle"", ""tree"", ""bark"", ""stripped"", ""Pallisot de Beauvais"", ""layers"", ""cortical"", ""pulp"", ""cambium"", ""Detail of Experiments"", ""Sir Humphrey Davy"", ""tree and branch"", ""horticulture"", ""growth"", ""experiments"", ""stem""]"
ASC0002mdz,5,20550296,v.14 1838,Page 166,1838,0.45175863181671505,drawing,"[0, 0, 75, 86, 667, 698]","{""keywords""=>[""#arbor  #horticulture"", ""tree"", ""experiment"", ""bark"", ""stripped"", ""Pallisot de Beauvais"", ""branch"", ""layers"", ""cortical"", ""pulp"", ""cambium"", ""Detail of Experiments"", ""Sir Humphrey Davy"", ""tree and branch"", ""horticulture"", ""growth"", ""experiments"", ""stem""]}"
ASC0002m9u,5,20550297,v.14 1838,Page 167,1838,0.45175863181671505,Page keywords,[],"[""Tree stump diagram"", ""wood"", ""stump"", ""sap"", ""pith"", ""layers"", ""heart wood"", ""bark"", ""liber"", ""alburnum"", ""cut"", ""hollow"", ""alive"", ""experiment"", ""tree"", ""seasons"", ""tree tap "", ""vegetable physiology""]"
ASC0002m9u,5,20550297,v.14 1838,Page 167,1838,0.45175863181671505,drawing,"[0, 0, 107, 94, 620, 661]","{""keywords""=>[""Tree stump diagram"", ""wood"", ""stump"", ""sap"", ""pith"", ""layers"", ""heart wood"", ""bark"", ""liber"", ""alburnum"", ""cut"", ""hollow"", ""alive"", ""experiment"", ""tree"", ""seasons"", ""vegetable physiology"", ""tree tap ""]}"
ASC0002mf0,6,20550301,v.14 1838,Page 171,1838,0.45175863181671505,Page keywords,[],"[""roots"", ""double root"", ""root"", ""Du Hamel"", ""vegetable"", ""gardening"", ""tree"", ""planting"", ""experiment"", ""extreme ends"", ""mouth-pieces"", ""vegetable physiology""]"
ASC0002mf0,6,20550301,v.14 1838,Page 171,1838,0.45175863181671505,drawing,"[0, 0, 360, 98, 402, 275]","{""keywords""=>[""roots"", ""double root"", ""root"", ""Du Hamel"", ""vegetable"", ""gardening"", ""tree"", ""planting"", ""experiment"", ""extreme ends"", ""mouth-pieces"", ""vegetable physiology""]}"
ASC0002mcx,5,20550307,v.14 1838,Page 177,1838,0.45175863181671505,Page keywords,[],"[""agriculture"", ""tools"", ""turf-racer"", ""verge cutter"", ""gardening-tool  "", ""diagram"", ""machine"", ""grass"", ""turf"", ""cutting"", ""knives"", ""Propagation"", ""Dahlia"", ""tool""]"
ASC0002mcx,5,20550307,v.14 1838,Page 177,1838,0.45175863181671505,drawing,"[0, 0, 43, 73, 720, 253]","{""keywords""=>[""agriculture"", ""tools"", ""turf-racer"", ""verge cutter"", ""gardening-tool  "", ""diagram"", ""machine"", ""grass"", ""turf"", ""cutting"", ""knives"", ""Propagation"", ""Dahlia"", ""tool""]}"
ASC0002mcx,5,20550307,v.14 1838,Page 177,1838,0.45175863181671505,inscription,"[643, 190, 0, 0, 0, 0]","{""text""=>[""a"", ""b"", ""d"", ""c""]}"
