Zooniverse ID,Classification count,Page ID,Volume,Page,Year,Image scale,Type,Coords,Value
ASC0000hkl,15,2259023,v. 1 (1829),Page 106,1829,0.3602676273803397,Page keywords,[],"[""mermaid"", ""fish"", ""monkey"", ""Mermaid"", ""experiment"", ""mystical creature"", ""Japan"", ""holland"", ""japan"", ""Cuvier"", ""test"", ""folklore"", ""Mythological"", ""aquatic creature"", ""half monkey half fish"", ""legendary creature"", ""fake"", ""museum exhibit"", ""Conchilla""]"
ASC0000hkl,15,2259023,v. 1 (1829),Page 106,1829,0.3602676273803397,drawing,"[0, 0, 361, 805, 392, 386]","{""keywords""=>[""mermaid"", ""fish"", ""monkey"", ""Mermaid"", ""experiment"", ""mystical creature"", ""Japan"", ""holland"", ""japan"", ""Cuvier"", ""test"", ""folklore"", ""Mythological"", ""aquatic creature"", ""half monkey half fish"", ""legendary creature"", ""fake"", ""museum exhibit"", ""Conchilla""]}"
ASC0000hkl,15,2259023,v. 1 (1829),Page 106,1829,0.3602676273803397,species,"[547, 1063, 0, 0, 0, 0]","{""common""=>[""Mermaid"", ""mermaid""], ""scientific""=>["""", ""mermaid""]}"
ASC0000hkl,15,2259023,v. 1 (1829),Page 106,1829,0.3602676273803397,contributor,"[437, 526, 0, 0, 0, 0]","{""name""=>[""Conchilla""], ""role""=>[""illustrator"", ""artist""]}"
ASC0000hnc,10,2259033,v. 1 (1829),Page 94,1829,0.3602676273803397,Page keywords,[],"[""bird"", ""biology"", ""ornithology"", ""eagle"", ""hawk"", ""bills"", ""rapacious birds"", ""prey"", ""falcon"", ""beaks"", ""bill"", ""hwak"", ""falcons"", ""beak"", ""raptor bill"", ""Bird"", ""eagle and hawk""]"
ASC0000hnc,10,2259033,v. 1 (1829),Page 94,1829,0.3602676273803397,drawing,"[0, 0, 487, 532, 282, 248]","{""keywords""=>[""bird"", ""biology"", ""ornithology"", ""eagle"", ""hawk"", ""bills"", ""rapacious birds"", ""prey"", ""falcon"", ""beaks"", ""bill"", ""hwak"", ""falcons"", ""beak"", ""raptor bill""]}"
ASC0000hnc,10,2259033,v. 1 (1829),Page 94,1829,0.3602676273803397,species,"[619, 672, 0, 0, 0, 0]","{""common""=>[""Eagle"", ""Hawk"", ""Falcon"", ""eagle, hawk"", ""hawk"", ""falcon"", ""eagle""], ""scientific""=>["""", ""Falco""]}"
ASC0000hn7,10,2259038,v. 1 (1829),Page 89,1829,0.3602676273803397,Page keywords,[],"[""fish"", ""London fish market"", ""Fish"", ""Doree"", ""Red Mullet"", ""doree"", ""London"", ""red mullet"", ""Zeus faber"", ""Mullus Surmuletus"", ""fish myth"", ""fish in human history"", ""calendar"", ""fish market"", ""food"", ""history of food"", ""bible"", ""Rome""]"
ASC0000hn7,10,2259038,v. 1 (1829),Page 89,1829,0.3602676273803397,drawing,"[0, 0, 288, 541, 440, 332]","{""keywords""=>[""Fish"", ""Doree"", ""fish"", ""doree"", ""London"", ""fish myth"", ""fish in human history"", ""calendar"", ""fish market"", ""food"", ""history of food"", ""bible""]}"
ASC0000hn7,10,2259038,v. 1 (1829),Page 89,1829,0.3602676273803397,drawing,"[0, 0, 42, 1086, 436, 233]","{""keywords""=>[""Fish"", ""Red Mullet"", ""fish"", ""red mullet"", ""London"", ""fish myth"", ""fish in human history"", ""calendar"", ""fish market"", ""food"", ""history of food"", ""Rome""]}"
ASC0000hn7,10,2259038,v. 1 (1829),Page 89,1829,0.3602676273803397,species,"[411, 649, 0, 0, 0, 0]","{""common""=>[""doree"", ""Doree"", """"], ""scientific""=>[""Zeus Faber Lin."", ""Zeus Faber"", ""Zeus faber""]}"
ASC0000hn7,10,2259038,v. 1 (1829),Page 89,1829,0.3602676273803397,species,"[285, 1223, 0, 0, 0, 0]","{""common""=>[""red mullet, sur-mullet"", ""red mullet"", ""Red mullet, surmullet""], ""scientific""=>[""Mullus Surmuletus Lin."", ""Mullus surmuletus"", ""Mullus Surmuletus""]}"
