Zooniverse ID,Classification count,Page ID,Volume,Page,Year,Image scale,Type,Coords,Value
ASC0000a2u,6,1634792,v. 7 (1871),Page 2,1871,0.3804347826086957,Page keywords,[],"[""fungus"", ""termite"", ""white ant"", ""nest"", ""queen"", ""insect"", ""observation"", ""gallery"", ""fungi"", ""part"", ""sketch"", ""living room"", ""ant"", ""queen ant"", ""queen termite"", ""female"", ""galleries"", ""white ants"", ""India"", ""termite nest""]"
ASC0000a3k,6,1634793,v. 7 (1871),Page 3,1871,0.3804347826086957,Page keywords,[],"[""Head of Queen"", ""King"", ""Warrior"", ""Eggs"", ""Worker ant"", ""ants"", ""termite"", ""white ant"", ""worker"", ""male"", ""king"", ""queen"", ""egg"", ""warrior"", ""soldier"", ""White ant"", ""Termite"", ""Worker"", ""Queen"", ""bee"", ""eggs""]"
ASC00009wy,6,1634794,v. 7 (1871),Page 4,1871,0.3804347826086957,Page keywords,[],"[""insect"", ""diagram"", ""white ant"", ""female"", ""winged ant"", ""winged"", ""Insect"", ""White Ant"", ""Termite"", ""winged female"", ""termite"", ""India""]"
ASC00009wy,6,1634794,v. 7 (1871),Page 4,1871,0.3804347826086957,drawing,"[0, 0, 165, 239, 201, 235]","{""keywords""=>[""insect"", ""diagram"", ""white ant"", ""female"", ""winged ant"", ""winged"", ""Insect"", ""White Ant"", ""Termite"", ""winged female"", ""termite"", ""India""]}"
ASC00009wy,6,1634794,v. 7 (1871),Page 4,1871,0.3804347826086957,species,"[293, 374, 0, 0, 0, 0]","{""common""=>[""Termite"", ""winged termite"", ""White Ant, Termite""], ""scientific""=>[""""]}"
ASC00009yr,6,1634802,v. 7 (1871),Page 12,1871,0.3804347826086957,Page keywords,[],"[""diamond"", ""star of south africa"", ""Kimberly"", ""alluvial"", ""fluvial"", ""star of South Africa"", ""south africa"", ""africa"", ""South Africa"", ""cut""]"
ASC00009yr,6,1634802,v. 7 (1871),Page 12,1871,0.3804347826086957,drawing,"[0, 0, 68, 463, 390, 251]","{""keywords""=>[""diamond"", ""star of south africa"", ""Kimberly"", ""alluvial"", ""fluvial"", ""star of South Africa"", ""South Africa"", ""cut""]}"
ASC00009t5,6,1634806,v. 7 (1871),Page 16,1871,0.3804347826086957,Page keywords,[],"[""hive cover"", ""bee keeping"", ""equipment"", ""Beekeeping"", ""iron hive cover"", ""Hive-Cover""]"
ASC00009ot,6,1634810,v. 7 (1871),Page 20,1871,0.3804347826086957,Page keywords,[],"[""microscopy"", ""fish"", ""scale"", ""goldfish"", ""golden carp"", ""eel-pout"", ""scales"", ""algae"", ""sweden"", ""science-gossip""]"
ASC00009ot,6,1634810,v. 7 (1871),Page 20,1871,0.3804347826086957,drawing,"[0, 0, 72, 247, 398, 444]","{""keywords""=>[""microscopy"", ""fish""]}"
ASC00009ot,6,1634810,v. 7 (1871),Page 20,1871,0.3804347826086957,drawing,"[0, 0, 495, 228, 373, 475]","{""keywords""=>[""microscopy"", ""fish""]}"
ASC00009ot,6,1634810,v. 7 (1871),Page 20,1871,0.3804347826086957,inscription,"[234, 684, 0, 0, 0, 0]","{""text""=>[""Scale of Golden Carp."", ""Fig. 13. Scale of Golden Carp""]}"
ASC00009ot,6,1634810,v. 7 (1871),Page 20,1871,0.3804347826086957,inscription,"[647, 676, 0, 0, 0, 0]","{""text""=>[""Scale of Eel-Pout."", ""Fig.14. Scale of Eel Pout"", ""Fig. 14 Scale of Eel-Pout""]}"
ASC00006kl,7,1634819,v. 7 (1871),Page 29,1871,0.3804347826086957,Page keywords,[],"[""ice box"", ""instrument"", ""icebox"", ""mechanical"", ""invention"", ""bottles inside ice box"", ""diagram""]"
