Zooniverse ID,Classification count,Page ID,Volume,Page,Year,Image scale,Type,Coords,Value
ASC0002nkv,8,32239421,v. 1,Page 35,,0.4435994930291508,Page keywords,[],"[""pear"", ""outline"", ""shape"", ""fruit"", ""Josephine de Malines pear""]"
ASC0002nkv,8,32239421,v. 1,Page 35,,0.4435994930291508,drawing,"[0, 0, 100, 471, 601, 736]","{""keywords""=>[""outline"", ""shape"", ""pear"", ""fruit"", ""Josephine de Malines pear""]}"
ASC0002nqf,6,32239425,v. 1,Page 39,,0.4435994930291508,Page keywords,[],"[""#oldweather"", ""Temperature"", ""dew point"", ""year"", ""chart"", ""weather"", ""meteological"", ""table"", ""graph"", ""temperature"", ""dew pint""]"
ASC0002nqf,6,32239425,v. 1,Page 39,,0.4435994930291508,chart,"[0, 0, 64, 836, 674, 483]","{""keywords""=>[""#oldweather"", ""chart"", ""table"", ""graph"", ""temperature"", ""dew pint""]}"
ASC0002nmq,7,32239427,v. 1,Page 41,,0.4435994930291508,Page keywords,[],"[""temperature"", ""moisture"", ""atmosphere"", ""weight"", ""vapor"", ""vapour"", ""evaporation"", ""grains"", ""meteorological observations"", ""heat"", ""evaporating surface""]"
ASC0002nmq,7,32239427,v. 1,Page 41,,0.4435994930291508,chart,"[0, 0, 79, 258, 673, 700]","{""keywords""=>[""temperature"", ""moisture"", ""atmosphere"", ""weight"", ""vapor"", ""vapour"", ""evaporation"", ""grains"", ""meteorological observations"", ""heat"", ""evaporating surface""]}"
ASC0002nnq,7,32239453,v. 1,Page 19,,0.4435994930291508,Page keywords,[],"[""landscape"", ""tree"", ""forest"", ""poplar"", ""lombardy"", ""scenery"", ""scene"", ""nature"", ""plant"", ""land"", ""poplars"", ""trees""]"
ASC0002nnq,7,32239453,v. 1,Page 19,,0.4435994930291508,drawing,"[0, 0, 78, 224, 703, 249]","{""keywords""=>[""landscape"", ""tree"", ""forest"", ""nature"", ""plant"", ""poplars""]}"
ASC0002nnq,7,32239453,v. 1,Page 19,,0.4435994930291508,drawing,"[0, 0, 69, 492, 697, 328]","{""keywords""=>[""landscape"", ""tree"", ""forest"", ""land"", ""nature"", ""poplars""]}"
ASC0002nig,6,32239454,v. 1,Page 18,,0.4435994930291508,Page keywords,[],"[""picturesque"", ""lombardy"", ""poplar"", ""scenery"", ""planning"", ""belt"", ""band"", ""poplar trees mansion"", ""poplar trees"", ""landscaping"", ""Lombardy Poplar"", ""landscape"", ""garden""]"
