Zooniverse ID,Classification count,Page ID,Image scale,Type,Coords,Value
ASC00034nf,5,10611161,0.43914680050188204,Page keywords,[],"[""nut"", ""berry"", ""seed"", ""plant"", ""botany"", ""leaf"", ""fruit"", ""Plant likely Paraguay holly""]"
ASC00034nf,5,10611161,0.43914680050188204,species,"[389, 1001, 0, 0, 0, 0]","{""common""=>[""""], ""scientific""=>[""Flex Paraguayensis"", ""Ilex Paraguayensis"", ""Ilex paraguayensis""]}"
ASC00034nu,6,10611162,0.43437790878063914,Page keywords,[],"[""cup"", ""mate"", ""Lady Callcott"", ""stemmed"", ""metal"", ""Drawing of Mate Cup from Lady\r\nCallcott 1842"", ""tea"", ""Maté"", ""1842""]"
ASC00034nu,6,10611162,0.43437790878063914,inscription,"[398, 1348, 0, 0, 0, 0]","{""text""=>[""Mate -- cup"", ""In the possession of Lady Callcott."", ""1842"", ""Maté Cup\nIn the Possession of Lady Callcott."", ""Mate - cup"", ""London""]}"
ASC00034nn,6,10611163,0.43103448275862066,Page keywords,[],"[""flower"", ""leaf"", ""venation "", ""flex"", ""plant"", ""leaves"", ""stem"", ""flowers"", ""fruiting bodies""]"
ASC00034my,6,10611164,0.4357298474945534,Page keywords,[],"[""Trochopterys elegans"", ""plant"", ""tree"", ""botany"", ""conifer"", ""historical taxonomy"", ""london"", ""H Bailliere. February 1 1842"", ""Trochopteris elegans"", ""seeds"", ""flower"", ""Anemia elegans"", ""fern"", ""illustration""]"
ASC00034np,5,10611165,0.369783412572636,Page keywords,[],"[""trichomanes vittaria"", ""Trichomanes vittaria"", ""bristle fern"", ""Polypodiophyta"", ""plant"", ""Polypodiopsida"", ""Hymenophyllales"", ""botany"", ""biology"", ""Blank and white line illustration with transects."", ""fern"", ""tropical"", ""flora"", ""vittoria"", ""victoria""]"
ASC00034o2,6,10611166,0.44317822095599874,Page keywords,[],"[""botany"", ""London journal"", ""hypolyssus montagne"", ""drawing\r\n"", ""calocera divaricata"", ""drawing"", ""clavaria chondroides"", ""clavaria surculus"", ""calothrix reticulata"", ""calocera"", ""clavaria"", ""hypolyssus"", ""calothrix"", ""Hypolyssus Montagnet"", ""Clavaria chondroides"", ""Clavaria surculus"", ""Calothrix reticulata"", ""plant"", ""trunk""]"
ASC00034o2,6,10611166,0.44317822095599874,drawing,"[0, 0, 54, 93, 336, 542]","{""keywords""=>[""hypolyssus montagne"", ""drawing\r\n"", ""Hypolyssus Montagnet"", ""plant"", ""trunk""]}"
ASC00034o2,6,10611166,0.44317822095599874,drawing,"[0, 0, 409, 58, 303, 292]","{""keywords""=>[""calocera divaricata"", ""drawing"", ""plant""]}"
ASC00034o2,6,10611166,0.44317822095599874,drawing,"[0, 0, 435, 359, 307, 283]","{""keywords""=>[""clavaria chondroides"", ""drawing"", ""Clavaria chondroides"", ""plant""]}"
ASC00034o2,6,10611166,0.44317822095599874,drawing,"[0, 0, 340, 638, 393, 700]","{""keywords""=>[""clavaria surculus"", ""drawing"", ""Clavaria surculus"", ""plant""]}"
ASC00034o2,6,10611166,0.44317822095599874,drawing,"[0, 0, 44, 644, 302, 616]","{""keywords""=>[""calothrix reticulata"", ""drawing"", ""Calothrix reticulata"", ""plant""]}"
ASC00034o2,6,10611166,0.44317822095599874,species,"[632, 291, 0, 0, 0, 0]","{""common""=>[""blank"", """"], ""scientific""=>[""blank"", ""Clavaria chondroides"", ""calocera divaricata"", ""calocera divricata"", ""Calocera divaricata""]}"
ASC00034o2,6,10611166,0.44317822095599874,species,"[606, 1149, 0, 0, 0, 0]","{""common""=>[""""], ""scientific""=>[""clavaria suculus"", ""clavaria surculus"", ""Clavaria surculus""]}"
ASC00034o2,6,10611166,0.44317822095599874,species,"[140, 1240, 0, 0, 0, 0]","{""common""=>[""""], ""scientific""=>[""calothrix reticulata"", ""Calothrix reticulata""]}"
ASC00034o2,6,10611166,0.44317822095599874,species,"[309, 581, 0, 0, 0, 0]","{""common""=>[""""], ""scientific""=>[""hypolyssus montagnei"", ""hypolyssus montagnici"", ""Hypolyssus Montagnei""]}"
